Date,Open,High,Low,Close,Adj Close,Volume,ticker
2010-01-04,30.489999771118164,30.64285659790039,30.34000015258789,30.572856903076172,26.538482666015625,123432400,AAPL
2010-01-05,30.65714263916016,30.79857063293457,30.464284896850586,30.625713348388672,26.58436584472656,150476200,AAPL
2010-01-06,30.625713348388672,30.74714279174805,30.10714340209961,30.13857078552246,26.161508560180664,138040000,AAPL
2010-01-07,30.25,30.28571510314941,29.86428642272949,30.08285713195801,26.11314582824707,119282800,AAPL
2010-01-08,30.042856216430664,30.28571510314941,29.86571502685547,30.28285789489746,26.286752700805664,111902700,AAPL
2010-01-11,30.399999618530273,30.428571701049805,29.77857208251953,30.015714645385746,26.05486488342285,115557400,AAPL
2010-01-12,29.88428497314453,29.96714210510254,29.48857116699219,29.674285888671875,25.758487701416016,148614900,AAPL
2010-01-13,29.695714950561523,30.132856369018555,29.15714263916016,30.092857360839844,26.121826171875,151473000,AAPL
2010-01-14,30.015714645385746,30.06571388244629,29.86000061035156,29.91857147216797,25.97054672241211,108223500,AAPL
2010-01-15,30.132856369018555,30.22857093811035,29.40999984741211,29.41857147216797,25.53652000427246,148516900,AAPL
2010-01-19,29.76142883300781,30.74142837524414,29.605714797973636,30.71999931335449,26.66621208190918,182501900,AAPL
2010-01-20,30.70142936706543,30.792856216430664,29.928571701049805,30.24714279174805,26.25575256347656,153038200,AAPL
2010-01-21,30.297142028808594,30.472856521606445,29.601428985595703,29.724285125732425,25.8018856048584,152038600,AAPL
2010-01-22,29.540000915527344,29.64285659790039,28.165714263916016,28.25,24.52215003967285,220441900,AAPL
2010-01-25,28.93000030517578,29.24285697937012,28.59857177734375,29.01000022888184,25.181865692138672,266424900,AAPL
2010-01-26,29.421428680419922,30.53000068664551,28.940000534057614,29.420000076293945,25.53775978088379,466777500,AAPL
2010-01-27,29.54999923706055,30.08285713195801,28.50428581237793,29.6971435546875,25.778329849243164,430642100,AAPL
2010-01-28,29.275714874267575,29.35714340209961,28.38571357727051,28.46999931335449,24.713123321533203,293375600,AAPL
2010-01-29,28.7257137298584,28.88571357727051,27.178571701049805,27.437143325805664,23.81657218933105,311488100,AAPL
2010-02-01,27.481428146362305,28.0,27.328571319580078,27.81857109069824,24.14765548706055,187469100,AAPL
2010-02-02,27.98714256286621,28.045713424682614,27.625713348388672,27.979999542236328,24.28777885437012,174585600,AAPL
2010-02-03,27.881427764892575,28.60000038146973,27.7742862701416,28.461427688598636,24.70567512512207,153832000,AAPL
2010-02-04,28.104286193847656,28.338571548461914,27.367143630981445,27.43571472167969,23.81532287597656,189413000,AAPL
2010-02-05,27.51857185363769,28.0,27.26428604125977,27.9228572845459,24.23818016052246,212576700,AAPL
2010-02-08,27.95571517944336,28.26857185363769,27.714284896850586,27.731428146362305,24.072010040283203,119567700,AAPL
2010-02-09,28.059999465942386,28.214284896850586,27.821428298950195,28.027143478393555,24.328702926635746,158221700,AAPL
2010-02-10,27.984285354614254,28.08571434020996,27.751428604125977,27.874286651611328,24.19602203369141,92590400,AAPL
2010-02-11,27.84000015258789,28.53571510314941,27.722856521606445,28.381427764892575,24.636232376098636,137586400,AAPL
2010-02-12,28.301427841186523,28.80571365356445,27.928571701049805,28.625713348388672,24.84828758239746,163867200,AAPL
2010-02-16,28.84857177734375,29.09857177734375,28.78857231140137,29.05714225769043,25.2227840423584,135934400,AAPL
2010-02-17,29.170000076293945,29.187143325805664,28.69428634643555,28.93571472167969,25.117380142211914,109099200,AAPL
2010-02-18,28.80428504943848,29.12714195251465,28.70285797119141,28.989999771118164,25.164499282836914,105706300,AAPL
2010-02-19,28.837142944335934,29.02857208251953,28.729999542236328,28.809999465942386,25.008258819580078,103867400,AAPL
2010-02-22,28.90571403503418,28.928571701049805,28.45571517944336,28.631427764892575,24.85325050354004,97640900,AAPL
2010-02-23,28.571428298950195,28.76142883300781,27.95857048034668,28.15142822265625,24.43659210205078,143773700,AAPL
2010-02-24,28.31857109069824,28.777143478393555,28.26285743713379,28.665714263916016,24.883012771606445,115141600,AAPL
2010-02-25,28.1971435546875,28.979999542236328,28.12714195251465,28.85714340209961,25.049177169799805,166281500,AAPL
2010-02-26,28.91142845153809,29.309999465942386,28.85714340209961,29.231428146362305,25.37407302856445,126865200,AAPL
2010-03-01,29.39285659790039,29.928571701049805,29.35000038146973,29.855714797973636,25.91597557067871,137523400,AAPL
2010-03-02,29.989999771118164,30.118572235107425,29.677143096923828,29.83571434020996,25.898616790771484,141636600,AAPL
2010-03-03,29.84857177734375,29.981428146362305,29.70571517944336,29.904285430908203,25.95813751220703,93013200,AAPL
2010-03-04,29.89714241027832,30.131427764892575,29.80428504943848,30.101428985595703,26.1292667388916,91510300,AAPL
2010-03-05,30.70571517944336,31.38571357727051,30.66142845153809,31.27857208251953,27.151081085205078,224905100,AAPL
2010-03-08,31.43000030517578,31.441429138183594,31.178571701049805,31.297142028808594,27.16719627380371,107472400,AAPL
2010-03-09,31.187143325805664,32.14285659790039,31.12714195251465,31.86000061035156,27.655780792236328,230064800,AAPL
2010-03-10,31.9757137298584,32.211429595947266,31.88571357727051,32.11999893188477,27.88147354125977,149054500,AAPL
2010-03-11,31.98714256286621,32.21428680419922,31.90285682678223,32.21428680419922,27.963319778442386,101425100,AAPL
2010-03-12,32.481430053710945,32.53285598754883,32.25,32.37142944335937,28.099727630615234,104080900,AAPL
2010-03-15,32.1971435546875,32.21428680419922,31.464284896850586,31.97714233398437,27.75746154785156,123375700,AAPL
2010-03-16,32.02571487426758,32.139999389648445,31.78714370727539,32.064285278320305,27.833110809326172,111727000,AAPL
2010-03-17,32.128570556640625,32.34999847412109,31.895713806152344,32.01714324951172,27.79218673706055,112739200,AAPL
2010-03-18,32.01428604125977,32.14285659790039,31.801427841186523,32.092857360839844,27.85790824890137,85527400,AAPL
2010-03-19,32.11285781860352,32.17714309692383,31.604286193847656,31.75,27.56029891967773,139861400,AAPL
2010-03-22,31.49571418762207,32.28571319580078,31.45000076293945,32.10714340209961,27.87031173706055,114104900,AAPL
2010-03-23,32.23428726196289,32.68285751342773,32.01428604125977,32.62285614013672,28.317975997924805,150607800,AAPL
2010-03-24,32.52000045776367,32.88571548461914,32.501426696777344,32.76714324951172,28.443212509155273,149445100,AAPL
2010-03-25,32.988571166992195,32.995716094970696,32.32143020629883,32.378570556640625,28.105920791625977,135571100,AAPL
2010-03-26,32.707141876220696,33.13571548461914,32.650001525878906,32.985713958740234,28.63294219970703,160218800,AAPL
2010-03-29,33.28571319580078,33.40999984741211,33.08856964111328,33.198570251464844,28.817705154418945,135186100,AAPL
2010-03-30,33.799999237060554,33.92571258544922,33.46428680419922,33.692855834960945,29.24677658081055,131827500,AAPL
2010-03-31,33.641429901123054,33.80142974853516,33.49428558349609,33.57143020629883,29.14137077331543,107664900,AAPL
2010-04-01,33.915714263916016,34.104286193847656,33.25,33.709999084472656,29.26165771484375,150786300,AAPL
2010-04-05,33.568572998046875,34.07285690307617,33.53857040405273,34.06999969482422,29.574146270751953,171126900,AAPL
2010-04-06,34.02857208251953,34.31999969482422,33.85714340209961,34.220001220703125,29.704360961914066,111754300,AAPL
2010-04-07,34.22142791748047,34.560001373291016,34.094284057617195,34.37142944335937,29.83580017089844,157125500,AAPL
2010-04-08,34.34857177734375,34.505714416503906,34.005714416503906,34.27857208251953,29.75519752502441,143247300,AAPL
2010-04-09,34.490001678466804,34.555713653564446,34.351428985595696,34.541427612304695,29.98337364196777,83545700,AAPL
2010-04-12,34.59999847412109,34.72428512573242,34.54428482055664,34.61285781860352,30.045366287231445,83256600,AAPL
2010-04-13,34.55142974853516,34.685714721679695,34.444286346435554,34.632858276367195,30.06273078918457,76552700,AAPL
2010-04-14,35.040000915527344,35.11571502685547,34.867141723632805,35.09857177734375,30.46698570251465,101019100,AAPL
2010-04-15,35.111427307128906,35.575714111328125,35.07285690307617,35.560001373291016,30.867534637451172,94196200,AAPL
2010-04-16,35.5099983215332,35.87714385986328,34.935714721679695,35.342857360839844,30.67904281616211,187636400,AAPL
2010-04-19,35.290000915527344,35.41285705566406,34.53857040405273,35.29571533203125,30.63812255859375,141731100,AAPL
2010-04-20,35.505714416503906,35.60714340209961,34.708572387695305,34.941429138183594,30.330585479736328,184581600,AAPL
2010-04-21,36.97142791748047,37.17856979370117,36.53285598754883,37.03142929077149,32.144798278808594,245597800,AAPL
2010-04-22,36.89142990112305,38.10714340209961,36.599998474121094,38.067142486572266,33.043834686279304,198356200,AAPL
2010-04-23,38.28428649902344,38.88285827636719,38.14285659790039,38.68999862670898,33.58449935913086,199238900,AAPL
2010-04-26,38.84000015258789,38.92285537719727,38.31285858154297,38.5,33.41957855224609,119767200,AAPL
2010-04-27,38.18142700195313,38.262855529785156,37.21714401245117,37.43428421020508,32.494483947753906,177335900,AAPL
2010-04-28,37.60714340209961,37.71428680419922,36.63000106811523,37.371429443359375,32.439926147460945,189600600,AAPL
2010-04-29,37.57428741455078,38.57143020629883,37.43000030517578,38.37714385986328,33.312931060791016,139710200,AAPL
2010-04-30,38.47285842895508,38.65285873413086,37.28571319580078,37.2985725402832,32.37667465209961,135615900,AAPL
2010-05-03,37.6914291381836,38.26856994628906,37.55428695678711,38.04999923706055,33.028945922851555,113585500,AAPL
2010-05-04,37.55571365356445,37.61285781860352,36.67856979370117,36.95428466796875,32.077823638916016,180954900,AAPL
2010-05-05,36.14714431762695,36.87714385986328,35.53285598754883,36.56999969482422,31.744251251220703,220775800,AAPL
2010-05-06,36.26142883300781,36.89285659790039,28.464284896850586,35.17856979370117,30.536434173583984,321465200,AAPL
2010-05-07,34.81571578979492,35.22428512573242,32.172855377197266,33.694286346435554,29.24801826477051,419004600,AAPL
2010-05-10,35.75,36.37857055664063,35.5042839050293,36.28428649902344,31.49623680114746,246076600,AAPL
2010-05-11,35.97714233398437,37.12714385986328,35.78571319580078,36.64571380615234,31.80997467041016,212226700,AAPL
2010-05-12,37.03428649902344,37.59000015258789,36.9571418762207,37.4414291381836,32.500686645507805,163594900,AAPL
2010-05-13,37.60285568237305,37.85714340209961,36.62857055664063,36.90857315063477,32.03814697265625,149928100,AAPL
2010-05-14,36.4514274597168,36.63999938964844,35.64285659790039,36.2599983215332,31.475154876708984,189840700,AAPL
2010-05-17,36.38571548461914,36.59714126586914,35.387142181396484,36.317142486572266,31.524761199951172,190708700,AAPL
2010-05-18,36.71142959594727,36.93571472167969,35.751426696777344,36.051429748535156,31.29409408569336,195669600,AAPL
2010-05-19,35.64285659790039,36.13142776489258,34.978572845458984,35.47714233398437,30.795610427856445,256431700,AAPL
2010-05-20,34.55428695678711,34.83571243286133,33.74428558349609,33.965713500976555,29.483631134033203,320728800,AAPL
2010-05-21,33.259998321533196,34.92856979370117,33.049999237060554,34.617141723632805,30.04909324645996,305972800,AAPL
